dataset,method,seed,edge_removal_rate,test_macro_f1,giant_component_ratio,bridge_preservation,minority_degree_retention,train_seconds
facebook,ptdnet,5,0.5,0.9254162325596785,0.7336448598130841,0.5711402623612513,0.3311755333483377,6.179292042000043
facebook,ptdnet,5,0.6,0.9146233762851439,0.6145972407654651,0.46451395896400943,0.25262168263093365,6.179292042000043
facebook,ptdnet,5,0.7,0.9105063305516987,0.49078771695594126,0.35889673730238814,0.1811237571018459,6.179292042000043
facebook,ptdnet,5,0.8,0.9105569179249096,0.3554072096128171,0.2697611839892365,0.11872086200339464,6.179292042000043
facebook,ptdnet,5,0.9,0.9037366713567175,0.21753449043168668,0.15607130844265052,0.06476566386622197,6.179292042000043
facebook,ptdnet,6,0.1,0.9409571473954739,0.9932799287939474,0.9599730911537168,0.9947889307979314,7.5280988329996035
facebook,ptdnet,6,0.2,0.9398951499355677,0.9877614597240766,0.9438277833837874,0.9872151516710425,7.5280988329996035
facebook,ptdnet,6,0.3,0.9360842208405995,0.9746328437917223,0.9165825765220316,0.9765017715208688,7.5280988329996035
facebook,ptdnet,6,0.4,0.9371689794428826,0.9550956831330664,0.87924655230407,0.9619691527845393,7.5280988329996035
facebook,ptdnet,6,0.5,0.9326068811195029,0.9217623497997329,0.8358560376723848,0.9452032191373969,7.5280988329996035
facebook,ptdnet,6,0.6,0.9282340855524781,0.8699154428126391,0.7837201479986545,0.9230968212741785,7.5280988329996035
facebook,ptdnet,6,0.7,0.9225089906434059,0.7778816199376947,0.7184661957618567,0.8945493735555231,7.5280988329996035
facebook,ptdnet,6,0.8,0.918240855947753,0.6108144192256342,0.6104944500504541,0.8488800502445891,7.5280988329996035
facebook,ptdnet,6,0.9,0.9059987569187262,0.2266132621272808,0.37436932391523714,0.7407107205825005,7.5280988329996035
facebook,ptdnet,7,0.1,0.9443238675816108,0.9824210057854917,0.9411368987554659,0.9463684001268705,3.275633958000981
facebook,ptdnet,7,0.2,0.9385888281887749,0.9450823319982199,0.8718466195761857,0.8627977294634703,3.275633958000981
facebook,ptdnet,7,0.3,0.9339698374055546,0.8936359590565198,0.7658930373360242,0.737506421513793,3.275633958000981
facebook,ptdnet,7,0.4,0.9262836519628299,0.820694259012016,0.6713757147662294,0.5944458467363669,3.275633958000981
facebook,ptdnet,7,0.5,0.9234067837131817,0.7231419670672007,0.5647494113689876,0.47022267270802887,3.275633958000981
facebook,ptdnet,7,0.6,0.9171561339095252,0.6120160213618158,0.4678775647494114,0.3354155659680181,3.275633958000981
facebook,ptdnet,7,0.7,0.9098463591041814,0.5021806853582554,0.37403296333669694,0.26320558966877877,3.275633958000981
facebook,ptdnet,7,0.8,0.9040180561672524,0.3692923898531375,0.274133871510259,0.1978249541928241,3.275633958000981
facebook,ptdnet,7,0.9,0.9034884842183766,0.21237205162438808,0.1718802556340397,0.13490419231888648,3.275633958000981
facebook,ptdnet,8,0.1,0.9452110138396406,0.9799287939474856,0.9340733266061217,0.9365289570664572,4.596757249999428
facebook,ptdnet,8,0.2,0.9414429898736355,0.9347129506008011,0.8419105280861083,0.8374870325315443,4.596757249999428
facebook,ptdnet,8,0.3,0.9326004139946146,0.8805963506898087,0.7460477632021527,0.7090561749062373,4.596757249999428
facebook,ptdnet,8,0.4,0.9252787308730255,0.8010680907877169,0.6347124117053481,0.5704297782324155,4.596757249999428
facebook,ptdnet,8,0.5,0.9188596218697711,0.7124165554072096,0.5327951564076691,0.4607392229404069,4.596757249999428
facebook,ptdnet,8,0.6,0.9124994973309208,0.6148642634623943,0.4453414059872183,0.3423096561843807,4.596757249999428
facebook,ptdnet,8,0.7,0.9132056648807337,0.5188251001335114,0.3420787083753784,0.2751164998311375,4.596757249999428
facebook,ptdnet,8,0.8,0.9071926031269645,0.4017801513128616,0.2542885973763875,0.21718019604357078,4.596757249999428
facebook,ptdnet,8,0.9,0.9140048200514919,0.25291499777481086,0.16313488059199463,0.15069911613430667,4.596757249999428
facebook,ptdnet,9,0.1,0.9412990912932404,0.9923898531375167,0.9609821728893374,0.9769548632294497,4.719508834001317
facebook,ptdnet,9,0.2,0.9395441489002924,0.9720071206052514,0.9091826437941474,0.9548161163435198,4.719508834001317
facebook,ptdnet,9,0.3,0.938162737838711,0.9325767690253671,0.8348469559367642,0.9168500709456306,4.719508834001317
facebook,ptdnet,9,0.4,0.9321906351173437,0.8718736092567868,0.7416750756811302,0.864416104856835,4.719508834001317
facebook,ptdnet,9,0.5,0.9241195356667984,0.7907877169559413,0.6474941136898755,0.8046025051250743,4.719508834001317
facebook,ptdnet,9,0.6,0.9161472127699299,0.6857587894971072,0.5502859064917591,0.7332340398714011,4.719508834001317
facebook,ptdnet,9,0.7,0.9165387981535152,0.5878059635068981,0.44635048772283886,0.645585184397188,4.719508834001317
facebook,ptdnet,9,0.8,0.9059632590484382,0.434623943035158,0.3440968718466196,0.542853417366965,4.719508834001317
facebook,ptdnet,9,0.9,0.9020683902464997,0.2230084557187361,0.21594349142280525,0.3946788985539259,4.719508834001317
facebook,random,0,0.1,0.9349586057200187,0.9835336003560302,0.9048099562731248,0.8994367460630183,0.003786582999999233
facebook,random,0,0.2,0.9317524011122731,0.9644414775255897,0.8079381096535486,0.79984458005608,0.003786582999999233
facebook,random,0,0.3,0.9298520399154546,0.9413440142412105,0.7130844265052136,0.6999287697790617,0.003786582999999233
facebook,random,0,0.4,0.9219218300664305,0.9097018246550956,0.6152034981500168,0.5990742730192052,0.003786582999999233
facebook,random,0,0.5,0.9190966904847966,0.8698709390298175,0.5109317188025564,0.4966015035612942,0.003786582999999233
facebook,random,0,0.6,0.9113741762441615,0.8130841121495327,0.4150689539186007,0.3963943466892525,0.003786582999999233
facebook,random,0,0.7,0.9010926489914071,0.7339563862928349,0.31853346787756476,0.2969640028173541,0.003786582999999233
facebook,random,0,0.8,0.892677545736211,0.6129951045838896,0.20820719811638075,0.19653028725410818,0.003786582999999233
facebook,random,0,0.9,0.8853448554517895,0.40431686693368935,0.11066263033972419,0.0992685088999447,0.003786582999999233
facebook,random,1,0.1,0.930038391795548,0.9821984868713841,0.8964009418096199,0.8980450192192543,0.006210125000507105
facebook,random,1,0.2,0.928508143232808,0.9587449933244325,0.7867473932055163,0.7993914883474992,0.006210125000507105
facebook,random,1,0.3,0.9244907189920741,0.9356030262572319,0.6962663975782039,0.7000906175879292,0.006210125000507105
facebook,random,1,0.4,0.9174891163585359,0.9037383177570093,0.5906491759165826,0.6033467060092521,0.006210125000507105
facebook,random,1,0.5,0.91258789026337,0.8630173564753004,0.496468213925328,0.5024922092493955,0.006210125000507105
facebook,random,1,0.6,0.9085068264177311,0.8069425901201602,0.39455095862764883,0.4057482976707184,0.006210125000507105
facebook,random,1,0.7,0.8924034695637393,0.7285714285714285,0.2949882273797511,0.3052174965285968,0.006210125000507105
facebook,random,1,0.8,0.8889517236213947,0.608322207387628,0.20047090480995627,0.2055929429882057,0.006210125000507105
facebook,random,1,0.9,0.8857534101011824,0.40026702269692926,0.1029263370332997,0.10169600780542279,0.006210125000507105
facebook,random,2,0.1,0.929173918747886,0.9838006230529595,0.9075008409014463,0.8991131531405935,0.0017407079994882224
facebook,random,2,0.2,0.9259527649264931,0.9599910992434357,0.8039017827110663,0.797740763931423,0.0017407079994882224
facebook,random,2,0.3,0.9236210888260469,0.9356920338228749,0.7006390850992263,0.6973070612050909,0.0017407079994882224
facebook,random,2,0.4,0.9131326633110592,0.9018691588785047,0.5899764547595022,0.5966144122541018,0.0017407079994882224
facebook,random,2,0.5,0.910925345465222,0.8631063640409434,0.49915909855364954,0.49902896395603097,0.0017407079994882224
facebook,random,2,0.6,0.9051372536429872,0.8089007565643079,0.3975782038345106,0.39992229002804,0.0017407079994882224
facebook,random,2,0.7,0.9011732057389432,0.7312861593235425,0.2949882273797511,0.2963490376260782,0.0017407079994882224
facebook,random,2,0.8,0.8932990948583377,0.6123720516243881,0.19609821728893373,0.1948148519556954,0.0017407079994882224
facebook,random,2,0.9,0.891121117214531,0.3975522919448153,0.0961991254624958,0.09871827384637621,0.0017407079994882224
facebook,random,3,0.1,0.9356634351387002,0.9848242100578549,0.9132189707366297,0.8985305626458567,0.0021025839996582363
facebook,random,3,0.2,0.9347217315323314,0.9616377392078327,0.8139926000672721,0.7990030946843413,0.0021025839996582363
facebook,random,3,0.3,0.9304265988933048,0.9366266132621273,0.7097208207198117,0.6961742292383287,0.0021025839996582363
facebook,random,3,0.4,0.9242072321132321,0.902803738317757,0.5970400269088463,0.5970999043330493,0.0021025839996582363
facebook,random,3,0.5,0.9166672275710661,0.8605696484201157,0.5038681466532122,0.4982521766297152,0.0021025839996582363
facebook,random,3,0.6,0.9102950775901519,0.806097018246551,0.3905146316851665,0.399987039421118,0.0021025839996582363
facebook,random,3,0.7,0.9042142804063562,0.7251891410769915,0.2946518668012109,0.29774079014366983,0.0021025839996582363
facebook,random,3,0.8,0.8985302814898731,0.6056074766355141,0.19576185671039353,0.20041428807025588,0.0021025839996582363
facebook,random,3,0.9,0.891105887751563,0.4036938139741878,0.1096535486041036,0.10121050930801855,0.0021025839996582363
facebook,random,4,0.1,0.9281510462320144,0.982599020916778,0.900100908173562,0.8989836543544375,0.0015365830004157033
facebook,random,4,0.2,0.9264276341712449,0.9625278148642634,0.8032290615539859,0.7973200212455537,0.0015365830004157033
facebook,random,4,0.3,0.9206853306307802,0.9362260792167334,0.6962663975782039,0.6970805153508005,0.0015365830004157033
facebook,random,4,0.4,0.9149654999927038,0.9026702269692924,0.5906491759165826,0.5970999043330493,0.0015365830004157033
facebook,random,4,0.5,0.9093822329821345,0.8584334668446818,0.49209552640430543,0.4990613643263975,0.0015365830004157033
facebook,random,4,0.6,0.9020864786156623,0.8042278593680463,0.3962327615203498,0.40325606220907606,0.0015365830004157033
facebook,random,4,0.7,0.8997450267072005,0.7291499777481086,0.29229734275142955,0.3041493882810851,0.0015365830004157033
facebook,random,4,0.8,0.8970721343966559,0.6122385402759235,0.1984527413387151,0.20115871353694642,0.0015365830004157033
facebook,random,4,0.9,0.8902174704133661,0.39964396973742766,0.10191725529767912,0.09894484537449416,0.0015365830004157033
facebook,random,5,0.1,0.9383799448619199,0.9843346684468179,0.9058190380087454,0.9021556044004336,0.002992541999999432
facebook,random,5,0.2,0.9344069653376079,0.9646639964396974,0.8039017827110663,0.8010745104386316,0.002992541999999432
facebook,random,5,0.3,0.931803933397809,0.9395193591455274,0.701648166834847,0.7023562815214536,0.002992541999999432
facebook,random,5,0.4,0.9293884619151694,0.903960836671117,0.5987218298015473,0.6007249974352813,0.002992541999999432
facebook,random,5,0.5,0.9226722522125266,0.863239875389408,0.5008409014463505,0.49792853235963536,0.002992541999999432
facebook,random,5,0.6,0.9219155022140366,0.8103693813974188,0.4053144971409351,0.4010874966913412,0.002992541999999432
facebook,random,5,0.7,0.9073430601548397,0.7326212728081887,0.2959973091153717,0.3002330256053122,0.002992541999999432
facebook,random,5,0.8,0.904353158194402,0.6121940364931019,0.20282542885973764,0.19879595118763257,0.002992541999999432
facebook,random,5,0.9,0.8945274020218563,0.4039163328882955,0.10057181298351833,0.09871827384637621,0.002992541999999432
facebook,random,6,0.1,0.936545306687328,0.9820204717400979,0.8994281870164816,0.9018642578054101,0.0025587499994799145
facebook,random,6,0.2,0.9316304291243026,0.9621272808188696,0.8022199798183652,0.801948447528392,0.0025587499994799145
facebook,random,6,0.3,0.9214729460039175,0.9354250111259457,0.6929027917928019,0.6990548840369565,0.0025587499994799145
facebook,random,6,0.4,0.9188918948272994,0.9019581664441477,0.5903128153380424,0.5995921654685191,0.0025587499994799145
facebook,random,6,0.5,0.9105323363868982,0.8621717846016912,0.5042045072317525,0.49896426591060805,0.0025587499994799145
facebook,random,6,0.6,0.9042082796250831,0.8080551846906987,0.4026236125126135,0.39976046789300007,0.0025587499994799145
facebook,random,6,0.7,0.8945950523818713,0.7347574543836226,0.2956609485368315,0.30262816265116504,0.0025587499994799145
facebook,random,6,0.8,0.891179447803995,0.614508233199822,0.1846619576185671,0.20157948189664332,0.0025587499994799145
facebook,random,6,0.9,0.8905484336583644,0.3972852692478861,0.09115371678439287,0.09865354370866887,0.0025587499994799145
facebook,random,7,0.1,0.9416654140203593,0.9829550511793502,0.906828119744366,0.9008932736475155,0.0023555829993711086
facebook,random,7,0.2,0.9398909985481989,0.9607031597685803,0.7998654557685839,0.8011716602020762,0.0023555829993711086
facebook,random,7,0.3,0.9336092724564535,0.9365821094793058,0.7083753784056509,0.7013205479704809,0.0023555829993711086
facebook,random,7,0.4,0.9307143152842003,0.9044058744993324,0.6081399260006727,0.5979090920297315,0.0023555829993711086
facebook,random,7,0.5,0.9252372002099599,0.8648865153538051,0.5058863101244534,0.4971516936856645,0.0023555829993711086
facebook,random,7,0.6,0.9194113017717189,0.8076546506453048,0.40935082408341744,0.39717113401556825,0.0023555829993711086
facebook,random,7,0.7,0.9131334087882459,0.7287939474855363,0.31180625630676084,0.2996180604140363,0.0023555829993711086
facebook,random,7,0.8,0.9026239008951898,0.6132176234979974,0.20955264043054153,0.1995727513508621,0.0023555829993711086
facebook,random,7,0.9,0.8965715499675424,0.4055629728526925,0.10696266397578204,0.10337907482575345,0.0023555829993711086
facebook,random,8,0.1,0.9412560970640574,0.985002225189141,0.9071644803229062,0.8999222894896207,0.0014859999992040684
facebook,random,8,0.2,0.9390654927020032,0.9639964396973743,0.8089471913891692,0.7996827835948676,0.0014859999992040684
facebook,random,8,0.3,0.9337608521873806,0.9382287494437027,0.7100571812983518,0.7009321029596679,0.0014859999992040684
facebook,random,8,0.4,0.9273438684425273,0.906097018246551,0.6165489404641776,0.6030230103915172,0.0014859999992040684
facebook,random,8,0.5,0.9226461424324672,0.8634623943035158,0.49882273797510934,0.49873766870866254,0.0014859999992040684
facebook,random,8,0.6,0.9141106582361018,0.8082777036048064,0.39656912209889,0.40086092516322325,0.0014859999992040684
facebook,random,8,0.7,0.9087431693751749,0.7333778371161549,0.29868819374369326,0.30143058129132483,0.0014859999992040684
facebook,random,8,0.8,0.9008382357824496,0.610057854917668,0.19508913555331314,0.20264757730724126,0.0014859999992040684
facebook,random,8,0.9,0.8983399762856602,0.3967512238540276,0.0961991254624958,0.10153417283346908,0.0014859999992040684
facebook,random,9,0.1,0.9358556345177539,0.9824655095683134,0.8937100571812984,0.9049715098059834,0.003734959002031246
facebook,random,9,0.2,0.9326372396132245,0.9626168224299065,0.7917928018836192,0.808939636160544,0.003734959002031246
facebook,random,9,0.3,0.9285780346244309,0.938495772140632,0.7009754456777666,0.7100271590641319,0.003734959002031246
facebook,random,9,0.4,0.92355405804821,0.9073876279483756,0.6064581231079718,0.6104349930571936,0.003734959002031246
facebook,random,9,0.5,0.9180980390413161,0.8661771250556297,0.5048772283888329,0.508512413723653,0.003734959002031246
facebook,random,9,0.6,0.909893024847634,0.8114374721851357,0.3989236461486714,0.40409759892846986,0.003734959002031246
facebook,random,9,0.7,0.9026955274632187,0.7343124165554072,0.29868819374369326,0.30314602942665136,0.003734959002031246
facebook,random,9,0.8,0.8991227695504473,0.6184690698709391,0.20686175580222,0.20203261211596543,0.003734959002031246
facebook,random,9,0.9,0.8876591530827866,0.4020026702269693,0.10124453414059872,0.10179310622121225,0.003734959002031246
facebook,resistance_style_proxy,0,0.1,0.8987154563161147,0.6618602581219404,0.0023545240497813654,0.7893254480851404,0.044132708999995884
facebook,resistance_style_proxy,0,0.2,0.8869071748410781,0.5106364040943481,0.0006727211570803902,0.6190121567123438,0.044132708999995884
facebook,resistance_style_proxy,0,0.3,0.8843781736635028,0.40017801513128615,0.0,0.48125969712828237,0.044132708999995884
facebook,resistance_style_proxy,0,0.4,0.8817966956310177,0.3170894526034713,0.0,0.36283013037225614,0.044132708999995884
facebook,resistance_style_proxy,0,0.5,0.8832498120196655,0.25202492211838007,0.0,0.28608880053214053,0.044132708999995884
facebook,resistance_style_proxy,0,0.6,0.8809949007793888,0.19857587894971074,0.0,0.2227149084388808,0.044132708999995884
facebook,resistance_style_proxy,0,0.7,0.8876593820516878,0.14882064975522918,0.0,0.16762687191648906,0.044132708999995884
facebook,resistance_style_proxy,0,0.8,0.8861403532543812,0.09928793947485537,0.0,0.11027317146057294,0.044132708999995884
facebook,resistance_style_proxy,0,0.9,0.888273701366819,0.05558522474410325,0.0,0.006926462505980284,0.044132708999995884
facebook,resistance_style_proxy,1,0.1,0.8929226733176532,0.6618602581219404,0.0023545240497813654,0.7893254480851404,0.04455883299942798
facebook,resistance_style_proxy,1,0.2,0.8816470544642696,0.5106364040943481,0.0006727211570803902,0.6190121567123438,0.04455883299942798
facebook,resistance_style_proxy,1,0.3,0.8777263726832717,0.40017801513128615,0.0,0.48125969712828237,0.04455883299942798
facebook,resistance_style_proxy,1,0.4,0.8784580197132136,0.3170894526034713,0.0,0.36283013037225614,0.04455883299942798
facebook,resistance_style_proxy,1,0.5,0.8752218921902752,0.25202492211838007,0.0,0.28608880053214053,0.04455883299942798
facebook,resistance_style_proxy,1,0.6,0.8785170344218852,0.19857587894971074,0.0,0.2227149084388808,0.04455883299942798
facebook,resistance_style_proxy,1,0.7,0.8766622216819948,0.14882064975522918,0.0,0.16762687191648906,0.04455883299942798
facebook,resistance_style_proxy,1,0.8,0.8811263709090604,0.09928793947485537,0.0,0.11027317146057294,0.04455883299942798
facebook,resistance_style_proxy,1,0.9,0.8822015707194544,0.05558522474410325,0.0,0.006926462505980284,0.04455883299942798
facebook,resistance_style_proxy,2,0.1,0.9004387284934043,0.6618602581219404,0.0023545240497813654,0.7893254480851404,0.036053083998922375
facebook,resistance_style_proxy,2,0.2,0.8848458195574184,0.5106364040943481,0.0006727211570803902,0.6190121567123438,0.036053083998922375
facebook,resistance_style_proxy,2,0.3,0.8850518676543537,0.40017801513128615,0.0,0.48125969712828237,0.036053083998922375
facebook,resistance_style_proxy,2,0.4,0.8888390447273838,0.3170894526034713,0.0,0.36283013037225614,0.036053083998922375
facebook,resistance_style_proxy,2,0.5,0.8827907993358817,0.25202492211838007,0.0,0.28608880053214053,0.036053083998922375
facebook,resistance_style_proxy,2,0.6,0.8858210577204287,0.19857587894971074,0.0,0.2227149084388808,0.036053083998922375
facebook,resistance_style_proxy,2,0.7,0.884953551931631,0.14882064975522918,0.0,0.16762687191648906,0.036053083998922375
facebook,resistance_style_proxy,2,0.8,0.8869983633747044,0.09928793947485537,0.0,0.11027317146057294,0.036053083998922375
facebook,resistance_style_proxy,2,0.9,0.8895350294078695,0.05558522474410325,0.0,0.006926462505980284,0.036053083998922375
facebook,resistance_style_proxy,3,0.1,0.8939787053834355,0.6618602581219404,0.0023545240497813654,0.7893254480851404,0.0311592500002007
facebook,resistance_style_proxy,3,0.2,0.8905459386416688,0.5106364040943481,0.0006727211570803902,0.6190121567123438,0.0311592500002007
facebook,resistance_style_proxy,3,0.3,0.8838460355595069,0.40017801513128615,0.0,0.48125969712828237,0.0311592500002007
facebook,resistance_style_proxy,3,0.4,0.8865447657654142,0.3170894526034713,0.0,0.36283013037225614,0.0311592500002007
facebook,resistance_style_proxy,3,0.5,0.8841956773151444,0.25202492211838007,0.0,0.28608880053214053,0.0311592500002007
facebook,resistance_style_proxy,3,0.6,0.8835017941677464,0.19857587894971074,0.0,0.2227149084388808,0.0311592500002007
facebook,resistance_style_proxy,3,0.7,0.8861194417980126,0.14882064975522918,0.0,0.16762687191648906,0.0311592500002007
facebook,resistance_style_proxy,3,0.8,0.8862933093841894,0.09928793947485537,0.0,0.11027317146057294,0.0311592500002007
facebook,resistance_style_proxy,3,0.9,0.8895738733829348,0.05558522474410325,0.0,0.006926462505980284,0.0311592500002007
facebook,resistance_style_proxy,4,0.1,0.8961800444681396,0.6618602581219404,0.0023545240497813654,0.7893254480851404,0.030324249997647712
facebook,resistance_style_proxy,4,0.2,0.890786996012671,0.5106364040943481,0.0006727211570803902,0.6190121567123438,0.030324249997647712
facebook,resistance_style_proxy,4,0.3,0.8843650663155215,0.40017801513128615,0.0,0.48125969712828237,0.030324249997647712
facebook,resistance_style_proxy,4,0.4,0.8867673681033301,0.3170894526034713,0.0,0.36283013037225614,0.030324249997647712
facebook,resistance_style_proxy,4,0.5,0.8808627889231971,0.25202492211838007,0.0,0.28608880053214053,0.030324249997647712
facebook,resistance_style_proxy,4,0.6,0.8845137715743285,0.19857587894971074,0.0,0.2227149084388808,0.030324249997647712
facebook,resistance_style_proxy,4,0.7,0.8850562616452118,0.14882064975522918,0.0,0.16762687191648906,0.030324249997647712
facebook,resistance_style_proxy,4,0.8,0.8853769680554321,0.09928793947485537,0.0,0.11027317146057294,0.030324249997647712
facebook,resistance_style_proxy,4,0.9,0.8876844364252837,0.05558522474410325,0.0,0.006926462505980284,0.030324249997647712
facebook,resistance_style_proxy,5,0.1,0.908052967903238,0.6618602581219404,0.0023545240497813654,0.7893254480851404,0.07498212499999113
facebook,resistance_style_proxy,5,0.2,0.8989616804897004,0.5106364040943481,0.0006727211570803902,0.6190121567123438,0.07498212499999113
facebook,resistance_style_proxy,5,0.3,0.8977034223590634,0.40017801513128615,0.0,0.48125969712828237,0.07498212499999113
facebook,resistance_style_proxy,5,0.4,0.8944258247349728,0.3170894526034713,0.0,0.36283013037225614,0.07498212499999113
facebook,resistance_style_proxy,5,0.5,0.8942311543665931,0.25202492211838007,0.0,0.28608880053214053,0.07498212499999113
facebook,resistance_style_proxy,5,0.6,0.8962704788001626,0.19857587894971074,0.0,0.2227149084388808,0.07498212499999113
facebook,resistance_style_proxy,5,0.7,0.8986755761756432,0.14882064975522918,0.0,0.16762687191648906,0.07498212499999113
facebook,resistance_style_proxy,5,0.8,0.9004275652605738,0.09928793947485537,0.0,0.11027317146057294,0.07498212499999113
facebook,resistance_style_proxy,5,0.9,0.8995133160461578,0.05558522474410325,0.0,0.006926462505980284,0.07498212499999113
facebook,resistance_style_proxy,6,0.1,0.89459783965003,0.6618602581219404,0.0023545240497813654,0.7893254480851404,0.06850937499984866
facebook,resistance_style_proxy,6,0.2,0.8873119272337665,0.5106364040943481,0.0006727211570803902,0.6190121567123438,0.06850937499984866
facebook,resistance_style_proxy,6,0.3,0.8890129906746522,0.40017801513128615,0.0,0.48125969712828237,0.06850937499984866
facebook,resistance_style_proxy,6,0.4,0.8842170683702361,0.3170894526034713,0.0,0.36283013037225614,0.06850937499984866
facebook,resistance_style_proxy,6,0.5,0.8862085845887511,0.25202492211838007,0.0,0.28608880053214053,0.06850937499984866
facebook,resistance_style_proxy,6,0.6,0.8811633317299864,0.19857587894971074,0.0,0.2227149084388808,0.06850937499984866
facebook,resistance_style_proxy,6,0.7,0.8865778977146199,0.14882064975522918,0.0,0.16762687191648906,0.06850937499984866
facebook,resistance_style_proxy,6,0.8,0.8874330497089777,0.09928793947485537,0.0,0.11027317146057294,0.06850937499984866
facebook,resistance_style_proxy,6,0.9,0.893004263760717,0.05558522474410325,0.0,0.006926462505980284,0.06850937499984866
facebook,resistance_style_proxy,7,0.1,0.9062607423358532,0.6618602581219404,0.0023545240497813654,0.7893254480851404,0.030823917000816436
facebook,resistance_style_proxy,7,0.2,0.8962627151805436,0.5106364040943481,0.0006727211570803902,0.6190121567123438,0.030823917000816436
facebook,resistance_style_proxy,7,0.3,0.8938737422871275,0.40017801513128615,0.0,0.48125969712828237,0.030823917000816436
facebook,resistance_style_proxy,7,0.4,0.8935438609698539,0.3170894526034713,0.0,0.36283013037225614,0.030823917000816436
facebook,resistance_style_proxy,7,0.5,0.8928220899811348,0.25202492211838007,0.0,0.28608880053214053,0.030823917000816436
facebook,resistance_style_proxy,7,0.6,0.891575711231414,0.19857587894971074,0.0,0.2227149084388808,0.030823917000816436
facebook,resistance_style_proxy,7,0.7,0.8975887764374595,0.14882064975522918,0.0,0.16762687191648906,0.030823917000816436
facebook,resistance_style_proxy,7,0.8,0.8948317985628468,0.09928793947485537,0.0,0.11027317146057294,0.030823917000816436
facebook,resistance_style_proxy,7,0.9,0.8992585134691619,0.05558522474410325,0.0,0.006926462505980284,0.030823917000816436
facebook,resistance_style_proxy,8,0.1,0.9021660067486896,0.6618602581219404,0.0023545240497813654,0.7893254480851404,0.04084804199919745
facebook,resistance_style_proxy,8,0.2,0.8903406942138491,0.5106364040943481,0.0006727211570803902,0.6190121567123438,0.04084804199919745
facebook,resistance_style_proxy,8,0.3,0.8930149821016239,0.40017801513128615,0.0,0.48125969712828237,0.04084804199919745
facebook,resistance_style_proxy,8,0.4,0.8958291214437422,0.3170894526034713,0.0,0.36283013037225614,0.04084804199919745
facebook,resistance_style_proxy,8,0.5,0.895982864834959,0.25202492211838007,0.0,0.28608880053214053,0.04084804199919745
facebook,resistance_style_proxy,8,0.6,0.8936334207811195,0.19857587894971074,0.0,0.2227149084388808,0.04084804199919745
facebook,resistance_style_proxy,8,0.7,0.895456879184652,0.14882064975522918,0.0,0.16762687191648906,0.04084804199919745
facebook,resistance_style_proxy,8,0.8,0.900665333980964,0.09928793947485537,0.0,0.11027317146057294,0.04084804199919745
facebook,resistance_style_proxy,8,0.9,0.8992884150774417,0.05558522474410325,0.0,0.006926462505980284,0.04084804199919745
facebook,resistance_style_proxy,9,0.1,0.8975294232181549,0.6618602581219404,0.0023545240497813654,0.7893254480851404,0.0348002919999999
facebook,resistance_style_proxy,9,0.2,0.8864139099742671,0.5106364040943481,0.0006727211570803902,0.6190121567123438,0.0348002919999999
facebook,resistance_style_proxy,9,0.3,0.8875220287607395,0.40017801513128615,0.0,0.48125969712828237,0.0348002919999999
facebook,resistance_style_proxy,9,0.4,0.8863271203456254,0.3170894526034713,0.0,0.36283013037225614,0.0348002919999999
facebook,resistance_style_proxy,9,0.5,0.8819220045768993,0.25202492211838007,0.0,0.28608880053214053,0.0348002919999999
facebook,resistance_style_proxy,9,0.6,0.8800170665064884,0.19857587894971074,0.0,0.2227149084388808,0.0348002919999999
facebook,resistance_style_proxy,9,0.7,0.879704343971133,0.14882064975522918,0.0,0.16762687191648906,0.0348002919999999
facebook,resistance_style_proxy,9,0.8,0.8811408579643167,0.09928793947485537,0.0,0.11027317146057294,0.0348002919999999
facebook,resistance_style_proxy,9,0.9,0.8856067279297372,0.05558522474410325,0.0,0.006926462505980284,0.0348002919999999
github,cailp_a31,0,0.1,0.810016846220361,0.7711140583554377,0.14100362526235452,0.7974400552910551,542.4184604999999
github,cailp_a31,0,0.2,0.8020662295508898,0.6507692307692308,0.09578324747185651,0.644818239929664,542.4184604999999
github,cailp_a31,0,0.3,0.7970431458130325,0.5486737400530504,0.07918336195382561,0.5155000888958532,542.4184604999999
github,cailp_a31,0,0.4,0.8024496122939706,0.39854111405835546,0.05189849265407365,0.41088931758677105,542.4184604999999
github,cailp_a31,0,0.5,0.8006169194019714,0.3044031830238727,0.0,0.3118457334708573,542.4184604999999
github,cailp_a31,0,0.6,0.8029474724580248,0.22058355437665783,0.0,0.2262918626079339,542.4184604999999
github,cailp_a31,0,0.7,0.8036938605343951,0.15477453580901857,0.0,0.1498025350215343,542.4184604999999
github,cailp_a31,0,0.8,0.8057484881658386,0.09312997347480106,0.0,0.0863508770977889,542.4184604999999
github,cailp_a31,0,0.9,0.806111487947281,0.0486737400530504,0.0,0.03629377698541286,542.4184604999999
github,cailp_a31,1,0.1,0.803232770453565,0.893315649867374,0.5949246327036825,0.8107988849271743,652.8607751669997
github,cailp_a31,1,0.2,0.8107057004957768,0.8649867374005306,0.5216561724861668,0.7274576335791321,652.8607751669997
github,cailp_a31,1,0.3,0.8013797772118656,0.8590981432360743,0.5088723526044648,0.6732846048648985,652.8607751669997
github,cailp_a31,1,0.4,0.8055994435720779,0.8548010610079576,0.499141385231826,0.6166016269547013,652.8607751669997
github,cailp_a31,1,0.5,0.8045852779776272,0.8489920424403183,0.49055523755008584,0.5565997266775121,652.8607751669997
