dataset,method,seed,edge_removal_rate,test_macro_f1,giant_component_ratio,bridge_preservation,minority_degree_retention,train_seconds
lastfm,cailp_social_multi,5,0.9,0.6287973921910128,0.0678121720881427,0.6246759979263867,0.7272727219834711,321.44146579200003
lastfm,cailp_social_multi,6,0.1,0.8192966585774643,0.9997376705141658,1.0,0.9999999927272728,233.49407762500005
lastfm,cailp_social_multi,6,0.2,0.8196395481438818,0.9981636935991606,1.0,0.9999999927272728,233.49407762500005
lastfm,cailp_social_multi,6,0.3,0.8235818323730482,0.9964585519412382,1.0,0.9999999927272728,233.49407762500005
lastfm,cailp_social_multi,6,0.4,0.7393980938341559,0.9926547743966422,1.0,0.9999999927272728,233.49407762500005
lastfm,cailp_social_multi,6,0.5,0.8315574727773529,0.9787513116474291,0.9994815966822188,0.9999999927272728,233.49407762500005
lastfm,cailp_social_multi,6,0.6,0.810239298110656,0.9375655823714586,0.9984447900466563,0.9999999927272728,233.49407762500005
lastfm,cailp_social_multi,6,0.7,0.7754339430237435,0.7204879328436516,0.9714878175220322,0.9999999927272728,233.49407762500005
lastfm,cailp_social_multi,6,0.8,0.7511237967994621,0.440713536201469,0.7734577501296008,0.863636357355372,233.49407762500005
lastfm,cailp_social_multi,6,0.9,0.6214771359582503,0.08224029380902413,0.4753758424053914,0.6818181768595042,233.49407762500005
lastfm,cailp_social_multi,7,0.1,0.789213679952431,0.9933105981112277,0.9823742871954381,0.9090909024793389,243.66919929100004
lastfm,cailp_social_multi,7,0.2,0.7931546062509149,0.9805876180482687,0.9590461378952825,0.9090909024793389,243.66919929100004
lastfm,cailp_social_multi,7,0.3,0.7714063917173276,0.9660283315844701,0.9367547952306895,0.863636357355372,243.66919929100004
lastfm,cailp_social_multi,7,0.4,0.7022191571208146,0.9446484784889821,0.9212026956972524,0.7727272671074381,243.66919929100004
lastfm,cailp_social_multi,7,0.5,0.7624820575270765,0.9102833158447009,0.8890616899948159,0.6818181768595042,243.66919929100004
lastfm,cailp_social_multi,7,0.6,0.7173230630450699,0.8474554039874082,0.807153965785381,0.5909090866115703,243.66919929100004
lastfm,cailp_social_multi,7,0.7,0.6096240784272539,0.689401888772298,0.6697770865733541,0.3636363609917356,243.66919929100004
lastfm,cailp_social_multi,7,0.8,0.5932414511149393,0.4631427072402938,0.5075168481078279,0.27272727074380165,243.66919929100004
lastfm,cailp_social_multi,7,0.9,0.5159451850759633,0.2054039874081847,0.24624157594608606,0.13636363537190083,243.66919929100004
lastfm,cailp_social_multi,8,0.1,0.7794841061133415,0.9837355718782791,0.9434940383618455,0.9999999927272728,93.62060666600064
lastfm,cailp_social_multi,8,0.2,0.7932587946412292,0.9750786988457503,0.9123898392949715,0.9999999927272728,93.62060666600064
lastfm,cailp_social_multi,8,0.3,0.7907091886076124,0.9664218258132214,0.8854328667703474,0.9999999927272728,93.62060666600064
lastfm,cailp_social_multi,8,0.4,0.7708201796971222,0.9560598111227702,0.8600311041990669,0.9999999927272728,93.62060666600064
lastfm,cailp_social_multi,8,0.5,0.7607441017857961,0.9392707240293809,0.8263348885432866,0.9545454476033058,93.62060666600064
lastfm,cailp_social_multi,8,0.6,0.748862667671401,0.8993966421825813,0.7625712804561949,0.9545454476033058,93.62060666600064
lastfm,cailp_social_multi,8,0.7,0.7373158840500611,0.7683630640083945,0.6713322965266978,0.863636357355372,93.62060666600064
lastfm,cailp_social_multi,8,0.8,0.5805217071959053,0.5095750262329486,0.5132192846034215,0.7272727219834711,93.62060666600064
lastfm,cailp_social_multi,8,0.9,0.5383748191938548,0.1248688352570829,0.3260756868843961,0.5454545414876033,93.62060666600064
lastfm,cailp_social_multi,9,0.1,0.7689178056252133,0.9990818467995802,1.0,0.9999999927272728,112.47228583300057
lastfm,cailp_social_multi,9,0.2,0.7823795361925742,0.9964585519412382,0.9994815966822188,0.9999999927272728,112.47228583300057
lastfm,cailp_social_multi,9,0.3,0.7700371918191992,0.9918677859391396,0.9994815966822188,0.9999999927272728,112.47228583300057
lastfm,cailp_social_multi,9,0.4,0.7611550357646323,0.978488982161595,0.9989631933644375,0.9999999927272728,112.47228583300057
lastfm,cailp_social_multi,9,0.5,0.761527384258403,0.9488457502623295,0.9974079834110938,0.9999999927272728,112.47228583300057
lastfm,cailp_social_multi,9,0.6,0.7401430905966772,0.8971668415529905,0.9942975635044065,0.9999999927272728,112.47228583300057
lastfm,cailp_social_multi,9,0.7,0.7393793888891893,0.7364900314795383,0.9663037843442198,0.9545454476033058,112.47228583300057
lastfm,cailp_social_multi,9,0.8,0.7140552115820616,0.3782791185729276,0.8823224468636599,0.863636357355372,112.47228583300057
lastfm,cailp_social_multi,9,0.9,0.6212817682500789,0.051941238195173135,0.6086054950751685,0.6818181768595042,112.47228583300057
lastfm,neuralsparse,0,0.1,0.7678140047717067,0.9034627492130115,0.7542768273716952,0.6818181768595042,5.172496082999999
lastfm,neuralsparse,0,0.2,0.6963177915926758,0.8243704092339978,0.6101607050285122,0.4999999963636364,5.172496082999999
lastfm,neuralsparse,0,0.3,0.6726751445631963,0.7452780692549843,0.4904095386210472,0.45454545123966944,5.172496082999999
lastfm,neuralsparse,0,0.4,0.6361788061211184,0.6635624344176285,0.37791601866251945,0.3181818158677686,5.172496082999999
lastfm,neuralsparse,0,0.5,0.6026070919096513,0.5865687303252886,0.2944530844997408,0.27272727074380165,5.172496082999999
lastfm,neuralsparse,0,0.6,0.5579354327831284,0.505115424973767,0.2161741835147745,0.0909090902479339,5.172496082999999
lastfm,neuralsparse,0,0.7,0.5576289670181194,0.4176285414480588,0.16381544841886989,0.04545454512396695,5.172496082999999
lastfm,neuralsparse,0,0.8,0.5431535734909937,0.32555089192025183,0.10471747019180923,0.04545454512396695,5.172496082999999
lastfm,neuralsparse,0,0.9,0.4972960359390568,0.18717208814270725,0.047174701918092275,0.04545454512396695,5.172496082999999
lastfm,neuralsparse,1,0.1,0.7551825926785326,0.8982161594963274,0.749611197511664,0.7272727219834711,5.885490124999933
lastfm,neuralsparse,1,0.2,0.7092927887607124,0.8192549842602308,0.6003110419906688,0.4999999963636364,5.885490124999933
lastfm,neuralsparse,1,0.3,0.6903421090666112,0.7413431269674712,0.487817522032141,0.40909090611570254,5.885490124999933
lastfm,neuralsparse,1,0.4,0.6395381158747148,0.6633001049317944,0.3784344219803007,0.3636363609917356,5.885490124999933
lastfm,neuralsparse,1,0.5,0.6143393079230877,0.583420776495278,0.288232244686366,0.27272727074380165,5.885490124999933
lastfm,neuralsparse,1,0.6,0.5539072695989693,0.4998688352570829,0.2052877138413686,0.13636363537190083,5.885490124999933
lastfm,neuralsparse,1,0.7,0.5549262255076829,0.4118572927597062,0.144116122343183,0.04545454512396695,5.885490124999933
lastfm,neuralsparse,1,0.8,0.5484576282226105,0.31518887722980066,0.09694142042509073,0.04545454512396695,5.885490124999933
lastfm,neuralsparse,1,0.9,0.5490206071195822,0.19438614900314796,0.052358735095904614,0.04545454512396695,5.885490124999933
lastfm,neuralsparse,2,0.1,0.7687251826755259,0.9012329485834207,0.744945567651633,0.6818181768595042,3.025287749999734
lastfm,neuralsparse,2,0.2,0.7534349073739279,0.8241080797481637,0.5966822187662001,0.4999999963636364,3.025287749999734
lastfm,neuralsparse,2,0.3,0.6708906983724771,0.7413431269674712,0.47900466562986005,0.40909090611570254,3.025287749999734
lastfm,neuralsparse,2,0.4,0.6408143651234899,0.6638247639034628,0.374805598755832,0.3181818158677686,3.025287749999734
lastfm,neuralsparse,2,0.5,0.6060344157538077,0.5851259181532005,0.28615863141524106,0.22727272561983472,3.025287749999734
lastfm,neuralsparse,2,0.6,0.5701110552562837,0.505115424973767,0.2099533437013997,0.13636363537190083,3.025287749999734
lastfm,neuralsparse,2,0.7,0.5528742164359717,0.419202518363064,0.1472265422498704,0.04545454512396695,3.025287749999734
lastfm,neuralsparse,2,0.8,0.5349798663715992,0.3247639034627492,0.09745982374287196,0.04545454512396695,3.025287749999734
lastfm,neuralsparse,2,0.9,0.5247495024362334,0.20238719832109128,0.04613789528252981,0.0,3.025287749999734
lastfm,neuralsparse,3,0.1,0.7451370198270031,0.902806925498426,0.7511664074650077,0.7272727219834711,2.538587624999309
lastfm,neuralsparse,3,0.2,0.734500721204782,0.825682056663169,0.6034214618973561,0.5454545414876033,2.538587624999309
lastfm,neuralsparse,3,0.3,0.6500043496836366,0.7473767051416579,0.48833592534992226,0.5454545414876033,2.538587624999309
lastfm,neuralsparse,3,0.4,0.6436316745173785,0.6668415529905561,0.3701399688958009,0.40909090611570254,2.538587624999309
lastfm,neuralsparse,3,0.5,0.6254883157150757,0.5864375655823715,0.28304821150855364,0.27272727074380165,2.538587624999309
lastfm,neuralsparse,3,0.6,0.5729836925958266,0.5052465897166841,0.2089165370658372,0.1818181804958678,2.538587624999309
lastfm,neuralsparse,3,0.7,0.5943886522036439,0.4189401888772298,0.14152410575427682,0.04545454512396695,2.538587624999309
lastfm,neuralsparse,3,0.8,0.5638091054175904,0.3314533053515215,0.10005184033177812,0.04545454512396695,2.538587624999309
lastfm,neuralsparse,3,0.9,0.4724846259710248,0.19648478488982163,0.05391394504924832,0.0,2.538587624999309
lastfm,neuralsparse,4,0.1,0.7505623523031588,0.8992654774396642,0.7459823742871955,0.6363636317355372,3.696542167000189
lastfm,neuralsparse,4,0.2,0.6740729251719203,0.8238457502623295,0.6029030585795749,0.5454545414876033,3.696542167000189
lastfm,neuralsparse,4,0.3,0.6796197999063489,0.7426547743966422,0.4753758424053914,0.4999999963636364,3.696542167000189
lastfm,neuralsparse,4,0.4,0.6282550499771248,0.665398740818468,0.37221358216692585,0.3181818158677686,3.696542167000189
lastfm,neuralsparse,4,0.5,0.5817572704700033,0.579485834207765,0.2789009849663038,0.22727272561983472,3.696542167000189
lastfm,neuralsparse,4,0.6,0.5113827747030404,0.5047219307450157,0.2089165370658372,0.1818181804958678,3.696542167000189
lastfm,neuralsparse,4,0.7,0.5153989218764647,0.4213011542497377,0.1534473820632452,0.04545454512396695,3.696542167000189
lastfm,neuralsparse,4,0.8,0.49629144115304213,0.3225341028331584,0.09745982374287196,0.0,3.696542167000189
lastfm,neuralsparse,4,0.9,0.48484189774335995,0.18927072402938092,0.055469155002592016,0.0,3.696542167000189
lastfm,neuralsparse,5,0.1,0.7389494341931019,0.9018887722980063,0.7475375842405392,0.5909090866115703,6.614733291999983
lastfm,neuralsparse,5,0.2,0.71066895745587,0.8234522560335782,0.6029030585795749,0.4999999963636364,6.614733291999983
lastfm,neuralsparse,5,0.3,0.6986892411899968,0.743704092339979,0.47952306894764124,0.40909090611570254,6.614733291999983
lastfm,neuralsparse,5,0.4,0.6521209595580647,0.6664480587618048,0.37065837221358217,0.3181818158677686,6.614733291999983
lastfm,neuralsparse,5,0.5,0.6081646194905814,0.5839454354669464,0.28304821150855364,0.22727272561983472,6.614733291999983
lastfm,neuralsparse,5,0.6,0.581061279525072,0.49895068205666315,0.2099533437013997,0.0909090902479339,6.614733291999983
lastfm,neuralsparse,5,0.7,0.5518197795154128,0.41775970619097585,0.1472265422498704,0.0,6.614733291999983
lastfm,neuralsparse,5,0.8,0.5295979749833878,0.31991080797481636,0.08864696734059098,0.0,6.614733291999983
lastfm,neuralsparse,5,0.9,0.5236636829931496,0.1895330535152151,0.04769310523587351,0.0,6.614733291999983
lastfm,neuralsparse,6,0.1,0.7359860060293464,0.9050367261280168,0.7573872472783826,0.6363636317355372,4.68403304200001
lastfm,neuralsparse,6,0.2,0.7184981055881712,0.8209601259181531,0.6086054950751685,0.4999999963636364,4.68403304200001
lastfm,neuralsparse,6,0.3,0.653824795672701,0.7371458551941238,0.4857439087610161,0.40909090611570254,4.68403304200001
lastfm,neuralsparse,6,0.4,0.6476930223315113,0.6613326337880377,0.37532400207361327,0.3636363609917356,4.68403304200001
lastfm,neuralsparse,6,0.5,0.6040421303072024,0.5804039874081847,0.2871954380508035,0.22727272561983472,4.68403304200001
lastfm,neuralsparse,6,0.6,0.5624945792965239,0.49868835257082894,0.21513737687921203,0.0909090902479339,4.68403304200001
lastfm,neuralsparse,6,0.7,0.5656305814828188,0.41251311647429173,0.1518921721099015,0.0,4.68403304200001
lastfm,neuralsparse,6,0.8,0.5411745740672642,0.3239769150052466,0.10316226023846553,0.0,4.68403304200001
lastfm,neuralsparse,6,0.9,0.5335486456616522,0.18717208814270725,0.055469155002592016,0.0,4.68403304200001
lastfm,neuralsparse,7,0.1,0.7921534662840964,0.8984784889821616,0.749611197511664,0.6818181768595042,3.2963062079998053
lastfm,neuralsparse,7,0.2,0.708621338184683,0.8163693599160545,0.5956454121306376,0.4999999963636364,3.2963062079998053
lastfm,neuralsparse,7,0.3,0.627150752782033,0.7355718782791185,0.481078278900985,0.40909090611570254,3.2963062079998053
lastfm,neuralsparse,7,0.4,0.6434988769721719,0.6598898216159497,0.3711767755313634,0.3636363609917356,3.2963062079998053
lastfm,neuralsparse,7,0.5,0.5957993380411073,0.5823714585519413,0.28252980819077245,0.3181818158677686,3.2963062079998053
lastfm,neuralsparse,7,0.6,0.6100105091011996,0.5009181532004198,0.20165889061689996,0.13636363537190083,3.2963062079998053
lastfm,neuralsparse,7,0.7,0.5515350744035666,0.4135624344176285,0.12960082944530846,0.0,3.2963062079998053
lastfm,neuralsparse,7,0.8,0.5110604191438561,0.31348373557187825,0.08501814411612234,0.0,3.2963062079998053
lastfm,neuralsparse,7,0.9,0.5018877530932222,0.18441762854144805,0.04043545878693624,0.0,3.2963062079998053
lastfm,neuralsparse,8,0.1,0.7500370584082268,0.8996589716684156,0.7522032141005702,0.6818181768595042,2.8122872910007573
lastfm,neuralsparse,8,0.2,0.7131249912724248,0.8141395592864638,0.6003110419906688,0.4999999963636364,2.8122872910007573
lastfm,neuralsparse,8,0.3,0.6482174425361338,0.7357030430220357,0.48418869880767235,0.40909090611570254,2.8122872910007573
lastfm,neuralsparse,8,0.4,0.6298475374932263,0.656610703043022,0.37065837221358217,0.3181818158677686,2.8122872910007573
lastfm,neuralsparse,8,0.5,0.590904457224578,0.5790923399790137,0.2835666148263349,0.27272727074380165,2.8122872910007573
lastfm,neuralsparse,8,0.6,0.5609416340056106,0.4968520461699895,0.2052877138413686,0.0909090902479339,2.8122872910007573
lastfm,neuralsparse,8,0.7,0.5315355618336255,0.4096274921301154,0.13789528252980818,0.0,2.8122872910007573
lastfm,neuralsparse,8,0.8,0.5273241651140017,0.3191238195173137,0.08812856402280975,0.0,2.8122872910007573
lastfm,neuralsparse,8,0.9,0.4646339482149702,0.18809024134312696,0.04095386210471747,0.0,2.8122872910007573
lastfm,neuralsparse,9,0.1,0.731970150253888,0.9032004197271774,0.7537584240539139,0.6363636317355372,3.2104210839997904
lastfm,neuralsparse,9,0.2,0.6650817954249204,0.8192549842602308,0.6023846552617936,0.4999999963636364,3.2104210839997904
lastfm,neuralsparse,9,0.3,0.6613803330136437,0.7380640083945436,0.4909279419388284,0.40909090611570254,3.2104210839997904
lastfm,neuralsparse,9,0.4,0.6067342151725488,0.6567418677859391,0.3758424053913945,0.3181818158677686,3.2104210839997904
lastfm,neuralsparse,9,0.5,0.59049138483149,0.5751573976915005,0.28615863141524106,0.22727272561983472,3.2104210839997904
lastfm,neuralsparse,9,0.6,0.5540907610693844,0.49514690451206717,0.21669258683255574,0.04545454512396695,3.2104210839997904
lastfm,neuralsparse,9,0.7,0.5328884883866518,0.4121196222455404,0.14826334888543286,0.0,3.2104210839997904
lastfm,neuralsparse,9,0.8,0.5456583499767329,0.3210912906610703,0.09694142042509073,0.0,3.2104210839997904
lastfm,neuralsparse,9,0.9,0.496188437241544,0.19018887722980063,0.04561949196474858,0.0,3.2104210839997904
lastfm,original_ilp_gcn,0,0.1,0.762892912195428,1.0,1.0,0.9999999927272728,6.152388207999991
lastfm,original_ilp_gcn,0,0.2,0.8374217603269918,0.9943599160545645,0.9958527734577501,0.9999999927272728,6.152388207999991
lastfm,original_ilp_gcn,0,0.3,0.8011918856575908,0.9855718782791185,0.9906687402799378,0.9999999927272728,6.152388207999991
lastfm,original_ilp_gcn,0,0.4,0.7979177798277852,0.9512067156348374,0.9725246241575947,0.9999999927272728,6.152388207999991
lastfm,original_ilp_gcn,0,0.5,0.7710669852906639,0.8793284365162645,0.928978745463971,0.9545454476033058,6.152388207999991
lastfm,original_ilp_gcn,0,0.6,0.7390109568788118,0.7641657922350472,0.8501814411612234,0.9090909024793389,6.152388207999991
lastfm,original_ilp_gcn,0,0.7,0.7074530785397656,0.607292759706191,0.7273198548470711,0.7727272671074381,6.152388207999991
lastfm,original_ilp_gcn,0,0.8,0.6692801707765024,0.4366474291710388,0.5391394504924831,0.7272727219834711,6.152388207999991
lastfm,original_ilp_gcn,0,0.9,0.6360857226345987,0.22088142707240294,0.2711249351995853,0.3636363609917356,6.152388207999991
lastfm,original_ilp_gcn,1,0.1,0.7968618745436055,0.9990818467995802,0.9984447900466563,0.9999999927272728,7.394198875000029
lastfm,original_ilp_gcn,1,0.2,0.7503311308374241,0.994884575026233,0.995334370139969,0.9545454476033058,7.394198875000029
lastfm,original_ilp_gcn,1,0.3,0.7910058653663242,0.9805876180482687,0.9828926905132193,0.9545454476033058,7.394198875000029
lastfm,original_ilp_gcn,1,0.4,0.7717865164005033,0.9534365162644282,0.9631933644375325,0.9090909024793389,7.394198875000029
lastfm,original_ilp_gcn,1,0.5,0.7756913470572493,0.9029380902413431,0.9294971487817522,0.9090909024793389,7.394198875000029
lastfm,original_ilp_gcn,1,0.6,0.7593977726144168,0.8098111227701994,0.8729911871435977,0.863636357355372,7.394198875000029
lastfm,original_ilp_gcn,1,0.7,0.713323042221934,0.6698583420776495,0.7858994297563504,0.8181818122314051,7.394198875000029
lastfm,original_ilp_gcn,1,0.8,0.637757441467947,0.49803252885624344,0.6298600311041991,0.5909090866115703,7.394198875000029
lastfm,original_ilp_gcn,1,0.9,0.539417574222788,0.23137460650577124,0.3737687921202696,0.3636363609917356,7.394198875000029
lastfm,original_ilp_gcn,2,0.1,0.789250412545863,0.9992130115424974,0.9984447900466563,0.9999999927272728,4.096177416000046
lastfm,original_ilp_gcn,2,0.2,0.833648478206798,0.9927859391395593,0.9948159668221876,0.9999999927272728,4.096177416000046
lastfm,original_ilp_gcn,2,0.3,0.8249329503114745,0.9787513116474291,0.9860031104199067,0.9545454476033058,4.096177416000046
lastfm,original_ilp_gcn,2,0.4,0.8197366917589527,0.9555351521511017,0.9709694142042509,0.9545454476033058,4.096177416000046
lastfm,original_ilp_gcn,2,0.5,0.8085030189534383,0.9005771248688352,0.9403836184551582,0.9090909024793389,4.096177416000046
lastfm,original_ilp_gcn,2,0.6,0.7411017690295935,0.7999737670514165,0.8657335406946605,0.9090909024793389,4.096177416000046
lastfm,original_ilp_gcn,2,0.7,0.7564930703117116,0.6568730325288562,0.7506480041472265,0.863636357355372,4.096177416000046
lastfm,original_ilp_gcn,2,0.8,0.6343879555828482,0.47114375655823715,0.5749092794193883,0.4999999963636364,4.096177416000046
lastfm,original_ilp_gcn,2,0.9,0.5792137026625224,0.2577387198321091,0.32763089683773977,0.3181818158677686,4.096177416000046
lastfm,original_ilp_gcn,3,0.1,0.7931913131816898,1.0,1.0,0.9999999927272728,5.125942208000197
lastfm,original_ilp_gcn,3,0.2,0.7897026868089912,0.9951469045120671,0.9963711767755313,0.9999999927272728,5.125942208000197
lastfm,original_ilp_gcn,3,0.3,0.7906212427229868,0.9775708289611752,0.975635044064282,0.9545454476033058,5.125942208000197
lastfm,original_ilp_gcn,3,0.4,0.7893237822832813,0.9404512067156349,0.9481596682218766,0.9090909024793389,5.125942208000197
lastfm,original_ilp_gcn,3,0.5,0.7580245489085096,0.8638509968520461,0.8994297563504406,0.863636357355372,5.125942208000197
lastfm,original_ilp_gcn,3,0.6,0.7409784129875632,0.7496065057712487,0.8206324520476931,0.8181818122314051,5.125942208000197
lastfm,original_ilp_gcn,3,0.7,0.6742425835153919,0.5978488982161595,0.6946604458268533,0.7272727219834711,5.125942208000197
lastfm,original_ilp_gcn,3,0.8,0.6381885541127795,0.4274658971668416,0.4919647485743909,0.5454545414876033,5.125942208000197
lastfm,original_ilp_gcn,3,0.9,0.5243658441711243,0.22114375655823715,0.2498703991705547,0.3636363609917356,5.125942208000197
lastfm,original_ilp_gcn,4,0.1,0.7663380996479485,1.0,1.0,0.9999999927272728,2.6424427080000896
lastfm,original_ilp_gcn,4,0.2,0.6387163053203236,0.9968520461699895,0.997926386728875,0.9999999927272728,2.6424427080000896
lastfm,original_ilp_gcn,4,0.3,0.7902811678211545,0.9893756558237146,0.991187143597719,0.9999999927272728,2.6424427080000896
lastfm,original_ilp_gcn,4,0.4,0.7833243673508958,0.9586831059811123,0.9792638672887507,0.9999999927272728,2.6424427080000896
lastfm,original_ilp_gcn,4,0.5,0.7651475612820051,0.8856243441762854,0.942457231726283,0.9999999927272728,2.6424427080000896
lastfm,original_ilp_gcn,4,0.6,0.6494437978694714,0.7716421825813221,0.8683255572835666,0.9090909024793389,2.6424427080000896
lastfm,original_ilp_gcn,4,0.7,0.6306231641286361,0.6109653725078699,0.7340590979782271,0.863636357355372,2.6424427080000896
lastfm,original_ilp_gcn,4,0.8,0.5857694612892117,0.4262854144805876,0.5671332296526698,0.7727272671074381,2.6424427080000896
lastfm,original_ilp_gcn,4,0.9,0.5694641328114559,0.21996327387198322,0.2856402280974598,0.3636363609917356,2.6424427080000896
lastfm,original_ilp_gcn,5,0.1,0.8167798707754281,1.0,1.0,0.9999999927272728,7.45317858300001
lastfm,original_ilp_gcn,5,0.2,0.8143244772338565,0.9968520461699895,0.9963711767755313,0.9999999927272728,7.45317858300001
lastfm,original_ilp_gcn,5,0.3,0.807518956749928,0.9816369359916055,0.9854847071021254,0.9545454476033058,7.45317858300001
lastfm,original_ilp_gcn,5,0.4,0.7830029457903659,0.9464847848898216,0.9637117677553136,0.9545454476033058,7.45317858300001
lastfm,original_ilp_gcn,5,0.5,0.7440551324545406,0.8774921301154249,0.9186106791083463,0.9545454476033058,7.45317858300001
lastfm,original_ilp_gcn,5,0.6,0.7198166425238139,0.7653462749213011,0.8325557283566615,0.9090909024793389,7.45317858300001
lastfm,original_ilp_gcn,5,0.7,0.7148839182180375,0.6303777544596013,0.713841368584759,0.7727272671074381,7.45317858300001
lastfm,original_ilp_gcn,5,0.8,0.6281332789716321,0.4460912906610703,0.5095904613789528,0.6818181768595042,7.45317858300001
lastfm,original_ilp_gcn,5,0.9,0.5622654384410422,0.2362277019937041,0.24572317262830481,0.27272727074380165,7.45317858300001
lastfm,original_ilp_gcn,6,0.1,0.8365788044634602,1.0,1.0,0.9999999927272728,8.362083332999873
lastfm,original_ilp_gcn,6,0.2,0.7679843544337952,0.9984260230849947,0.9989631933644375,0.9999999927272728,8.362083332999873
lastfm,original_ilp_gcn,6,0.3,0.8329804918351822,0.9842602308499475,0.9849663037843442,0.9545454476033058,8.362083332999873
lastfm,original_ilp_gcn,6,0.4,0.8190847219767036,0.9463536201469045,0.9580093312597201,0.9090909024793389,8.362083332999873
lastfm,original_ilp_gcn,6,0.5,0.8131514439890271,0.8742130115424974,0.9015033696215656,0.863636357355372,8.362083332999873
lastfm,original_ilp_gcn,6,0.6,0.763411815384896,0.7631164742917104,0.8164852255054432,0.863636357355372,8.362083332999873
lastfm,original_ilp_gcn,6,0.7,0.7086969398730825,0.618572927597062,0.6879212026956972,0.7727272671074381,8.362083332999873
lastfm,original_ilp_gcn,6,0.8,0.6190445619206288,0.4498950682056663,0.5111456713322965,0.7727272671074381,8.362083332999873
lastfm,original_ilp_gcn,6,0.9,0.5935590607835883,0.22796432318992654,0.27786417833074134,0.5454545414876033,8.362083332999873
lastfm,original_ilp_gcn,7,0.1,0.8122252475101555,1.0,1.0,0.9999999927272728,3.170206374999907
lastfm,original_ilp_gcn,7,0.2,0.8057504791895361,0.9955403987408185,0.9958527734577501,0.9999999927272728,3.170206374999907
lastfm,original_ilp_gcn,7,0.3,0.8160425670467419,0.9824239244491081,0.9875583203732504,0.9545454476033058,3.170206374999907
lastfm,original_ilp_gcn,7,0.4,0.7852689838234697,0.9550104931794333,0.9709694142042509,0.9090909024793389,3.170206374999907
lastfm,original_ilp_gcn,7,0.5,0.7985657480259868,0.8937565582371458,0.9315707620528771,0.863636357355372,3.170206374999907
lastfm,original_ilp_gcn,7,0.6,0.7679756199614558,0.7843651626442812,0.8636599274235355,0.8181818122314051,3.170206374999907
lastfm,original_ilp_gcn,7,0.7,0.7037080550232898,0.6260493179433368,0.7459823742871955,0.7727272671074381,3.170206374999907
lastfm,original_ilp_gcn,7,0.8,0.6066676264275374,0.46038824763903463,0.5857957490927942,0.6363636317355372,3.170206374999907
lastfm,original_ilp_gcn,7,0.9,0.6089310688569937,0.24239244491080797,0.33851736651114567,0.45454545123966944,3.170206374999907
lastfm,original_ilp_gcn,8,0.1,0.7953522910756257,0.9996065057712487,0.9994815966822188,0.9999999927272728,4.581662584000696
lastfm,original_ilp_gcn,8,0.2,0.7925345884510075,0.9967208814270724,0.9958527734577501,0.9999999927272728,4.581662584000696
lastfm,original_ilp_gcn,8,0.3,0.7730397463127788,0.9821615949632738,0.9813374805598756,0.9090909024793389,4.581662584000696
lastfm,original_ilp_gcn,8,0.4,0.7840096564982653,0.9468782791185729,0.9543805080352514,0.9090909024793389,4.581662584000696
lastfm,original_ilp_gcn,8,0.5,0.7607662727572597,0.875,0.9097978227060654,0.863636357355372,4.581662584000696
lastfm,original_ilp_gcn,8,0.6,0.6669902418818895,0.7526232948583421,0.8180404354587869,0.863636357355372,4.581662584000696
lastfm,original_ilp_gcn,8,0.7,0.7158980212070513,0.6210650577124869,0.6811819595645412,0.863636357355372,4.581662584000696
lastfm,original_ilp_gcn,8,0.8,0.6835183341894536,0.4602570828961175,0.512182477967859,0.7272727219834711,4.581662584000696
lastfm,original_ilp_gcn,8,0.9,0.5424878495393137,0.24357292759706192,0.2773457750129601,0.4999999963636364,4.581662584000696
lastfm,original_ilp_gcn,9,0.1,0.7915894268354535,0.9994753410283316,0.9989631933644375,0.9999999927272728,3.021259874999487
lastfm,original_ilp_gcn,9,0.2,0.7961424816243426,0.9968520461699895,0.9958527734577501,0.9999999927272728,3.021259874999487
lastfm,original_ilp_gcn,9,0.3,0.7812388513785545,0.9808499475341028,0.9860031104199067,0.9999999927272728,3.021259874999487
lastfm,original_ilp_gcn,9,0.4,0.781836929848981,0.9365162644281217,0.9595645412130638,0.9999999927272728,3.021259874999487
lastfm,original_ilp_gcn,9,0.5,0.7692362033901586,0.8513903462749213,0.8989113530326595,0.9090909024793389,3.021259874999487
lastfm,original_ilp_gcn,9,0.6,0.6972650949308522,0.7368835257082896,0.813893208916537,0.863636357355372,3.021259874999487
lastfm,original_ilp_gcn,9,0.7,0.6973923948850076,0.5847324239244491,0.6770347330222913,0.8181818122314051,3.021259874999487
lastfm,original_ilp_gcn,9,0.8,0.6648936722546046,0.4083158447009444,0.48885432866770345,0.5909090866115703,3.021259874999487
lastfm,original_ilp_gcn,9,0.9,0.5402972775823955,0.23491605456453304,0.29341627786417834,0.22727272561983472,3.021259874999487
lastfm,ptdnet,0,0.1,0.7970485904657257,0.9879328436516265,0.9637117677553136,0.9999999927272728,3.8046587499999873
lastfm,ptdnet,0,0.2,0.8266789545003405,0.9732423924449108,0.9206842923794712,0.9999999927272728,3.8046587499999873
lastfm,ptdnet,0,0.3,0.8336800319547654,0.9479275970619098,0.8854328667703474,0.9999999927272728,3.8046587499999873
lastfm,ptdnet,0,0.4,0.8156040080774843,0.9104144805876181,0.8284085018144116,0.9999999927272728,3.8046587499999873
lastfm,ptdnet,0,0.5,0.7809639710102858,0.8315844700944386,0.7667185069984448,0.9090909024793389,3.8046587499999873
